selleck_plate,well,Library,Library Well Type,Reagent Vendor,Vendor Reagent ID,Compound SMILES,Molecular Weight,Compound Names,PubChem CIDs,Clinical Phase [100012],Mechanism of Action [100012],Protein Target [100012],Match Type [100012],Screen Positives Count [200001],Screened Count [200001]
3651,E02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,E03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1018,c1c2c(C(N)=C(c3nc4c(cc(N5CCN(C)CC5)cc4)[nH]3)C(=O)N2)c(F)cc1,392.42944,"Dovitinib (TKI-258, CHIR-258)",49830557,Phase 3,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB,InChI key,4,35
3651,E04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1894,c1(CN(C(CCCC)=O)[C@]([H])(C(O)=O)C(C)C)ccc(c2c(c3n[nH]nn3)cccc2)cc1,435.51875,Valsartan,60846,Launched,angiotensin receptor antagonist,AGTR1,InChI key,1,35
3651,E05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1216,c1(NS(c2ccccc2OC)(=O)=O)cc3c(NC(=O)N(C)C3)cc1,347.38888,PFI-1 (PF-6405761),71271629,Preclinical,bromodomain inhibitor,BRD4,InChI key,2,35
3651,E06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1959,c1(ccccc1C(=O)O)Nc2c(C)c(Cl)ccc2,261.70358,Tolfenamic Acid,610479,Launched,cyclooxygenase inhibitor|prostanoid receptor antagonist,,InChI key,,35
3651,E07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1293,c1c(C2C(C(=O)OCCOC)=C(C)NC(C)=C2C(=O)OCC=Cc3ccccc3)cc([N+]([O-])=O)cc1,492.52041,Cilnidipine,2752,,,,,1,35
3651,E08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2020,OC(=O)C=CC(=O)O.c1cc(C[C@H](C)NC[C@@H](O)c2cc(NC=O)c(O)cc2)ccc1OC.c3cc(C[C@H](C)NC[C@@H](O)c4cc(NC=O)c(O)cc4)ccc3OC,804.88188,Formoterol Hemifumarate,443956,,,,,,35
3651,E09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1353,c1(N2CCN(C(C)=O)CC2)ccc(OC[C@H]3CO[C@@](c4c(Cl)cc(Cl)cc4)(Cn5cncc5)O3)cc1,531.43091,Ketoconazole,5702077,Launched,sterol demethylase inhibitor,AR|CYP19A1|CYP21A2|KCNA10,InChI key,1,35
3651,E10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2079,c1(OC)cc2c(CN(C([C@@H](N[C@@H](CCc3ccccc3)C(OCC)=O)C)=O)[C@H](C(=O)O)C2)cc1OC.Cl,535.02899,Moexipril HCl,78052518,Launched,angiotensin converting enzyme inhibitor,ACE|ACE2,InChI key,,35
3651,E11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1432,c1(CS(=O)(=O)NC)cc2c([nH]cc2CCN(C)C)cc1.OC(=O)CCC(=O)O,413.48847,Sumatriptan Succinate,59772,,,,,,35
3651,E12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2102,c1cc2c(CC[C@@H]2NCC#C)cc1.O=S(O)(C)=O,267.34398,Rasagiline Mesylate,10355621,Launched,monoamine oxidase inhibitor,BCL2|MAOB,InChI key,,35
3651,E13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1604,n1(c(C(=O)OCC2=C(C)OC(=O)O2)c(C(C)(C)O)nc1CCC)Cc3ccc(c4c(c5nn[nH]n5)cccc4)cc3,558.5851,Olmesartan Medoxomil,130881,Launched,angiotensin receptor antagonist,AGTR1,InChI key,1,35
3651,E14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2163,[nH]1c2c(cc(C(F)(F)F)cc2)nc1CN3CCN(c4c(CC)cncn4)CC3,390.40544,PF-4708671,51371303,Preclinical,ribosomal protein inhibitor,RPS6KB1,InChI key,1,35
3651,E15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1649,c1c2c([nH]cc2CCN(C)C)ccc1C[C@H]3COC(=O)N3,287.35683,Zolmitriptan,5731,Launched,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,InChI key,,35
3651,E16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2233,c1(OC)cc2c([n-]c(S(=O)Cc3c(C)c(OC)c(C)cn3)n2)cc1.[Na+],367.39788,Esomeprazole Sodium,10959536,,,,,,35
3651,E17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1716,C1CC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)CCC1,494.00351,Glyburide,3488,Launched,ATP channel blocker|insulin secretagogue|sulfonylurea,ABCA1|ABCB11|ABCC8|ABCC9|CFTR|CPT1A|KCNJ1|KCNJ11|KCNJ5|KCNJ8|SLCO2B1,InChI key,1,35
3651,E18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2304,c(c(CN(C)C)c[nH]1)(cccc2)c12,174.24226,Gramine,6890,Preclinical,norepinephrine reputake inhibitor,,InChI key,,35
3651,E19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1776,c1cc(C(=C(CCCl)c2ccccc2)c3ccccc3)ccc1OCCN(C)C.OC(=O)CC(O)(C(O)=O)CC(O)=O,598.08313,Toremifene Citrate,56008,,,,,2,35
3651,E20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2332,c1c(O)c2c(O[C@H](c3cc(O)cc(OC)c3)CC2=O)cc1O[C@H]4[C@@H](O[C@H]5[C@@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](O)[C@H](O)[C@@H](CO)O4,610.56056,Neohesperidin,44134843,Preclinical,,,InChI key,,35
3651,E21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1845,c1(C)[nH]cnc1CSCCNC(NC)=NC#N,252.33923,Cimetidine,2756,Launched,histamine receptor antagonist,HRH2|SLC29A4|SLC47A1|SLC47A2,InChI key,,35
3651,E22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2371,c1cc(CCC(=O)C)cc(OC)c1O,194.22706,Vanillylacetone,31211,Preclinical,,,InChI key,,35
3651,E23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,E24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,F01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,F02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,F03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2411,[C@H]1(O)[C@@H](O)[C@@H](O)[C@H](O[C@H]2[C@]3([H])[C@]([H])(CC=C3CO)C(C(OC)=O)=CO2)O[C@@H]1CO,388.36645,Geniposide,129010222,Preclinical,GLP receptor agonist,GLP1R,InChI key,,35
3651,F04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2875,c1(C(=O)NC2CCN(CCCOC)CC2)cc(Cl)c(N)c3c1OCC3,367.87033,Prucalopride,3052762,Launched,serotonin receptor agonist,HTR4,InChI key,1,35
3651,F05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2491,c1cc([N+](=O)[O-])cc(C2C(C(OC)=O)=C(C)NC(C)=C2C(OCC)=O)c1,360.36119,Nitrendipine,4507,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1H|CACNA1S|CACNA2D1|CACNA2D2|CACNB2|CACNG1|KCNN4,InChI key,2,35
3651,F06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2892,c1(C(Nc2ccc(Cl)c(OC)c2)=O)ncccc1,262.69164,VU 0361737,44191096,Preclinical,glutamate receptor positive allosteric modulator,GRM4,InChI key,2,35
3651,F07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2550,c1cc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)cc1C.O=C([C@H](O)[C@@H](O)C(=O)O)O,475.57447,Tolterodine tartrate,11691408,,,,,1,35
3651,F08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2902,n1cnc(c2cnn([C@@H](CC#N)C3CCCC3)c2)c4c1[nH]cc4,306.36502,S-Ruxolitinib (INCB018424),17754772,Preclinical,JAK inhibitor,JAK1|JAK2,InChI key,1,35
3651,F09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2610,c1cc2c(c(C(=O)O)nn2Cc3ccc(Cl)cc3Cl)cc1,321.1581,Lonidamine,39562,Launched,glucokinase inhibitor,GCK,InChI key,1,35
3651,F10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2912,c1(CNc2ncccc2)ccc(CNc3ncccc3)cc1,290.36232,WZ811,11565518,Preclinical,CC chemokine receptor antagonist,CXCR4,InChI key,,35
3651,F11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2694,c1cc2c([nH]c3c2C(C)(C)CN(C(=O)c4cc(F)c(F)cc4)C=C3C(OC(C)C)=O)cc1,438.46646,XL335,10026128,Phase 1,FXR agonist,NR1H4,InChI key,,35
3651,F12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2922,c1c(Nc2c3c(cc4c(OCCOCCOCCO4)c3)ncn2)cccc1C#C,391.41983,Icotinib,22024915,Launched,EGFR inhibitor,EGFR,InChI key,1,35
3651,F13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2809,c1(C)nc(C#Cc2ccccc2)ccc1,193.24384,MPEP,3025961,Preclinical,glutamate receptor antagonist,GRM1|GRM4|GRM5,InChI key,1,35
3651,F14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3015,[C@H]1(NC([C@H](N)c2ccc(O)cc2)=O)[C@@]3([H])N([C@@H](C(O)=O)C(C)(C)S3)C1=O,365.40416,Amoxicillin,22791788,Launched,penicillin binding protein inhibitor,CYP2C19|SLC15A1|SLC15A2|SLC22A6,InChI key,1,35
3651,F15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2822,c1(F)cc2c(n(CC(=O)O)c(C)c2Cc3nc4c(cccc4)cc3)cc1,348.37028,OC000459,11462174,Phase 2,CRTH receptor antagonist,PTGDR2,InChI key,,35
3651,F16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3043,c1cc(C(COC2=O)=C2c3ccccc3)ccc1S(=O)(=O)C,314.35566,Rofecoxib,5090,Withdrawn,cyclooxygenase inhibitor,ELN|PTGS2,InChI key,,35
3651,F17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2845,c1cc2c(NC(=O)C2=Cc3c(C)cc(C)[nH]3)cc1,238.28445,Semaxanib (SU5416),123015,,,,,2,35
3651,F18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3054,c1(CCCN(CC)CCCc2ccccc2)ccccc1.C(C(O)=O)C(O)(C(O)=O)CC(O)=O,473.55859,Alverine Citrate,21718,,,,,1,35
3651,F19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2857,c(cccc1)(C[C@@H](N[C@]23C)c4c2cccc4)c13,221.297,MK-801 (Dizocilpine),9862634,Preclinical,glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,InChI key,1,35
3651,F20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3073,[C@@H]1(O)C[C@]2([H])N(C(=O)[C@]([H])([C@H](O)C)NC(=O)[C@@H](NC(=O)CCCCCCCC[C@H](C)C[C@H](C)CC)C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@]3([H])N(CC[C@@H]3O)C(=O)[C@@]([H])([C@@H](O)CCN)NC(=O)[C@]([H])([C@@H]([C@H](c4ccc(O)cc4)O)O)NC2=O)C1.CC(O)=O.CC(O)=O,1213.41704,Caspofungin Acetate,129010223,,,,,3,35
3651,F21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2865,c1cc2c(nc(Cl)c(N3CCN(C)CC3)n2)cc1,262.738,VUF 10166,24278976,Preclinical,serotonin receptor antagonist,HTR3A|HTR3B,InChI key,,35
3651,F22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3100,N1C=CC(=O)NC1=S,128.15235,2-Thiouracil,1269845,Preclinical,,,InChI key,1,35
3651,F23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,F24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,G01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,G02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,G03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1061,N1(C(N2CC(=O)NCC2)=O)C(c3ccc(OC)cc3OC(C)C)=NC(c4ccc(Cl)cc4)C1c5ccc(Cl)cc5,581.4896,Nutlin-3,216345,Preclinical,MDM inhibitor,MDM2|TP53,InChI key,,35
3651,G04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1897,[K+].[I-],166.00277,Potassium Iodide,4875,,,,,,35
3651,G05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1223,c1c(OC)c2c(C(=O)c3c(c(O)c4c(C[C@@](O)(C(=O)CO)C[C@H]4O[C@]5([H])O[C@@H](C)[C@H](O)[C@@H](N)C5)c3O)C2=O)cc1.Cl,579.98019,Epirubicin HCl,129010225,Launched,topoisomerase inhibitor,CHD1|TOP2A,InChI key,6,35
3651,G06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1960,c1cc2c(Oc3c(cc(C(C)C(=O)O)cc3)C2)nc1,255.26862,Pranoprofen,4888,Launched,cyclooxygenase inhibitor,,InChI key,,35
3651,G07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1305,N(C(=S)c1c(nc[nH]1)N2)=C2,152.17705,Mercaptopurine (6-MP),667490,Launched,immunosuppressant|protein synthesis inhibitor|purine antagonist,HPRT1|IMPDH1|IMPDH2|PPAT,InChI key,,35
3651,G08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2025,N1(C)C(=O)C=C(NCCCN2CCN(c3c(OC)cccc3)CC2)N(C)C1=O.Cl,423.9369,Urapidil HCl,45114226,Launched,adrenergic receptor antagonist,HTR1A,InChI key,,35
3651,G09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1357,c1c(C)c(NC(=O)CN(CC)CC)c(C)cc1,234.33728,Lidocaine,3676,Launched,histamine receptor agonist,EGFR|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,InChI key,,35
3651,G10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2080,CCCC(=O)OCOC(=O)C(C(c1c(Cl)c(Cl)ccc1)C(C(=O)OC)=C(C)N2)=C2C,456.31641,Clevidipine Butyrate,153994,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1F|CACNA1S,InChI key,,35
3651,G11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1436,c(cccc1)(N(C)S(=O)(=O)c2c(ccc(Cl)c2)C3NCCCCCCC([O-])=O)c13.[Na+],458.93402,Tianeptine sodium,23663953,,,,,,35
3651,G12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2104,c1c(S(=O)(N)=O)cc(C(NC[C@@H]2CCCN2CC)=O)c(OC)c1,341.42581,Levosulpiride,5355,Launched,dopamine receptor antagonist,CA1|CA12|CA7|DRD2|DRD3,InChI key,,35
3651,G13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1608,c1[n+](C)cccc1OC(=O)N(C)C.[Br-],261.11572,Pyridostigmine Bromide,7550,Launched,cholinesterase inhibitor,ACHE|BCHE,InChI key,,35
3651,G14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2168,c1(O)cc2c(OC[C@@]3([H])[C@]2([H])OCCN3CCC)cc1,249.30556,PD128907 HCl,44329754,Preclinical,dopamine receptor agonist,DRD2|DRD3,InChI key,,35
3651,G15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1654,N1(c2ccccc2)C(=O)C(CCCC)C(=O)N1c3ccccc3,308.3743,Phenylbutazone,4781,Withdrawn,cyclooxygenase inhibitor|prostanoid receptor antagonist,PTGIS|PTGS1|PTGS2,InChI key,,35
3651,G16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2240,c1ccccc1[C@H](c2cc(CO)ccc2OC(=O)C(C)C)CCN(C(C)C)C(C)C.C(C(=O)O)=CC(=O)O,527.64903,Fesoterodine Fumarate,74344602,,,,,1,35
3651,G17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1727,C1C[C@@]2([H])C(CC[C@]3([H])[C@@]2([H])CC[C@@]4(CC)[C@@]3([H])CC[C@@]4(C#C)O)=CC1=O,312.44582,Levonorgestrel,129009949,Launched,estrogen receptor agonist|glucocorticoid receptor antagonist|progesterone receptor agonist|progesterone receptor antagonist,AR|ESR1|PGR|SRD5A1,InChI key,,35
3651,G18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2306,C1C[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@@]2([H])C[C@@H](O)[C@@]4([H])[C@@]3(C)CC[C@H]4[C@@](CCC=C(C)C)(C)O[C@H]5[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]6[C@@H](O)[C@@H](O)[C@H](O)CO6)O5)C(C)(C)[C@H]1O[C@H]7[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O7,917.1279,Gynostemma Extract,129010227,Preclinical,calcium channel modulator,,InChI key,2,35
3651,G19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1782,[C@H]1(O)[C@H](O)[C@H](N2C=NC(N)=NC2=O)O[C@@H]1CO,244.20467,Azacitidine,1805,Launched,DNA methyltransferase inhibitor,DNMT1|DNMT3A,InChI key,2,35
3651,G20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2333,c1(OC)c(OC)c2c(C(=O)C=C(c3ccc(OC)c(OC)c3)O2)c(OC)c1OC,402.39457,Nobiletin,72344,Preclinical,MEK inhibitor,MAP2K1,InChI key,,35
3651,G21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1854,c1cc(C(n2ccnc2)c3ccc(c4ccccc4)cc3)ccc1,310.39172,Bifonazole,2378,Launched,sterol demethylase inhibitor,CYP2B6,InChI key,1,35
3651,G22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2372,c1cc2c(Oc3c(cccc3)C2=O)cc1,196.20142,Xanthone,7020,Preclinical,antimalarial agent,,InChI key,,35
3651,G23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,G24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,H01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,H02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,H03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2425,c1(OC)c(O)ccc(C(=O)C)c1,166.1739,Apocynin,2214,Phase 1,NADPH oxidase inhibitor,NOX4,InChI key,1,35
3651,H04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2876,[C@]1(C)(N[C@]2([H])c3c1cccc3)c4c(cccc4)C2.C(C(=O)O)=CC(=O)O,337.36915,(-)-MK 801 Maleate,129010228,,,,,,35
3651,H05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2516,c1c(C)c(NC2=NCCCS2)c(C)cc1.Cl,256.79478,Xylazine HCl,21114890,Launched,adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C,InChI key,1,35
3651,H06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2894,c1c(S(=O)(=O)c2cc(c3nc2)cccc3N4CCNCC4)cccc1,353.43805,SB742457,11256720,Phase 3,serotonin receptor antagonist,HTR6,InChI key,2,35
3651,H07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2551,C1(=O)N2[C@]([H])(S(=O)(=O)C(C)(C)[C@]2(C(=O)[O-])[H])C1.[Na+],255.22347,Sulbactam sodium,23663973,,,,,1,35
3651,H08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2903,c1c(Cl)c(Nc2c(CC(=O)O)cc(C)cc2)c(F)cc1,293.72062,Lumiracoxib,151166,Withdrawn,cyclooxygenase inhibitor,PTGS1|PTGS2,InChI key,,35
3651,H09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2625,c1(OC)cc(Nc2nc(Nc3nc4c(OC(C)(C)C(=O)N4COP(=O)(O)O)cc3)c(F)cn2)cc(OC)c1OC,580.4595,Fostamatinib (R788),11671467,Phase 3,SYK inhibitor,RET|SYK,InChI key,1,35
3651,H10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2913,c1(ccc(C)cc1)S(=O)(=O)C=CC#N,207.24896,BAY 11-7082,2301,,,,,,35
3651,H11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2698,c1c(c2nc(N)nc(C(C)C)c2)c3c(cccc3)c(F)c1,281.32744,RS-127445,196968,Phase 1,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,InChI key,,35
3651,H12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2923,c1(nccc2)c2cccc1NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C=Cc3ccccc3,479.80988,Salubrinal,2830510,,,,,,35
3651,H13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2812,c1(O)c(c2cc(C)c1c3c(C)cc(c4c3O)c(C(C)C)c(O)c(O)c4C=O)c(C=O)c(O)c(O)c2C(C)C.C(O)(=O)C,578.60635,AT101,227456,,,,,5,35
3651,H14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3033,C1CC[C@@H](C#N)N1C(=O)CNC2(CC(O)(CC3C2)CC4C3)C4,303.3993,Vildagliptin (LAF-237),5251896,Launched,dipeptidyl peptidase inhibitor,DPP4,InChI key,,35
3651,H15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2824,c1(NC(N)=O)sc(c2ccc(F)cc2)cc1C(N)=O,279.2901,TPCA-1,9903786,Preclinical,IKK inhibitor,IKBKB,InChI key,2,35
3651,H16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3045,N1(CC(N2CCCC2)=O)CCN(C(=O)C=Cc3cc(OC)c(OC)c(OC)c3)CC1.C(=O)(O)C=CC(=O)O,533.57079,Cinepazide maleate,324822,,,,,1,35
3651,H17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2847,n1(C)c(C(N[C@@H](Cc2cccc(Cl)c2)C(NCC#N)=O)=O)cc(C(C)(C)C)n1,401.88985,Cathepsin Inhibitor 1,56664471,Preclinical,cathepsin inhibitor,CTSB|CTSL|CTSV,InChI key,,35
3651,H18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3057,c1(OCC)n(Cc2ccc(c3ccccc3C4=NC(=O)ON4)cc2)c5c(cccc5C(OCC6=C(C)OC(=O)O6)=O)n1,568.53356,Azilsartan Medoxomil,11238823,Launched,angiotensin receptor antagonist,AGTR1|AGTR2,InChI key,1,35
3651,H19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2858,c1(O)ccc(CCNc2c(c3nc(c4csc5c4cccc5)n2)ncn3C(C)C)cc1,429.53732,StemRegenin 1 (SR1),46199207,Preclinical,aryl hydrocarbon receptor antagonist,AHR,InChI key,2,35
3651,H20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3075,c1ccc(C)c(C)c1[C@H](C)c2cnc[nH]2,200.27953,Dexmedetomidine,68602,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,InChI key,,35
3651,H21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2866,N(c1ccc(F)cc1)C(=O)Nc2ccc(S(=O)(=O)N)cc2,309.31608,U-104,310360,Preclinical,carbonic anhydrase inhibitor,CA1|CA12|CA2|CA9,InChI key,,35
3651,H22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3104,c1cccc(OC)c1OCC2SCCN2C(CC(=O)OCC)=O,339.40663,Moguisteine,65935,Phase 2,ATP-sensitive potassium channel inhibitor,,InChI key,,35
3651,H23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,H24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,I01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,I02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,I03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1121,c1c(C(C)(C)C)c(S(=O)(=O)c2ccc(NC(=O)c3cc(Cc4c(C(C)C)cccc4)c(O)c(O)c3O)cc2)ccc1,573.69909,TW-37,11455910,Preclinical,BCL inhibitor,BCL2|BCL2L1|MCL1,InChI key,2,35
3651,I04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1905,N1C(C)=C(C(OC)=O)C(c2ccccc2Cl)C(C(=O)OCC)=C1COCCN,408.87589,Amlodipine,2162,Launched,calcium channel blocker,CA1|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D3|CACNB1|CACNB2|SMPD1,InChI key,1,35
3651,I05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1228,c1cc2c(C(=O)c3c(c(O)c4c(C[C@@](O)(C(=O)C)C[C@H]4O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c3O)C2=O)cc1.Cl,533.95481,Idarubicin HCl,71296908,Launched,topoisomerase inhibitor,TOP2A,InChI key,5,35
3651,I06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1972,c1(OCCN(C)C)ccc(C(c2ccccc2)=C(c3ccccc3)CC)cc1.C(O)(=O)CC(O)(C(O)=O)CC(O)=O,563.63807,Tamoxifen Citrate,23672,,,,,1,35
3651,I07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1319,C1C=C(C)CC[C@@H]2[C@H](OC(=O)C2=C)C=C(C)C1,232.3181,Costunolide,556919,Preclinical,telomerase inhibitor,,chemical name,1,35
3651,I08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2037,C1CC(OC(=O)OC(C)OC(c2c3c(nc(OCC)n3Cc4ccc(c5ccccc5c6[nH]nnn6)cc4)ccc2)=O)CCC1,610.65966,Candesartan Cilexetil,2540,Launched,angiotensin receptor antagonist,AGTR1|AGTR2,InChI key,,35
